query,target,fident,alnlen,qcov,tcov,evalue,bits,uniprot
rank00065_coA_proteinbinders_4978_A,AF-Q06124-3-F1-model_v6,0.341,113,1.0,0.246,9.207e-06,204,Q06124-3
rank00065_coA_proteinbinders_4978_A,AF-P29350-3-F1-model_v6,0.322,112,1.0,0.188,9.207e-06,204,P29350-3
rank00065_coA_proteinbinders_4978_A,AF-Q9UN19-2-F1-model_v6,0.327,109,0.982,0.361,9.207e-06,203,Q9UN19-2
rank00065_coA_proteinbinders_4978_A,AF-Q9H3Y6-F1-model_v6,0.333,108,0.973,0.201,7.21e-06,203,Q9H3Y6
rank00065_coA_proteinbinders_4978_A,AF-P15498-F1-model_v6,0.243,111,1.0,0.122,8.148e-06,203,P15498
rank00065_coA_proteinbinders_4978_A,AF-P29351-2-F1-model_v6,0.373,95,0.856,0.156,8.661e-06,202,P29351-2
rank00065_coA_proteinbinders_4978_A,AF-Q62270-F1-model_v6,0.339,109,0.982,0.2,9.787e-06,201,Q62270
rank00065_coA_proteinbinders_4978_A,AF-B5KFD7-2-F1-model_v6,0.268,108,0.973,0.192,9.207e-06,200,B5KFD7-2
rank00065_coA_proteinbinders_4978_A,AF-Q8CIH5-F1-model_v6,0.292,107,0.955,0.085,9.598e-07,200,Q8CIH5
rank00065_coA_proteinbinders_4978_A,AF-Q9JLM9-F1-model_v6,0.321,109,0.982,0.191,9.207e-06,199,Q9JLM9
rank00065_coA_proteinbinders_4978_A,AF-P24135-F1-model_v6,0.278,109,0.973,0.086,1.303e-06,199,P24135
rank00065_coA_proteinbinders_4978_A,AF-P08630-2-F1-model_v6,0.311,105,0.946,0.161,5.647e-06,195,P08630-2
rank00065_coA_proteinbinders_4978_A,AF-P16885-F1-model_v6,0.274,107,0.955,0.085,1.998e-06,192,P16885
rank00065_coA_proteinbinders_4978_A,AF-Q22070-F1-model_v6,0.256,106,0.955,0.076,9.787e-06,186,Q22070
rank00071_coA_proteinbinders_3418_A,AF-Q9WUD9-3-F1-model_v6,0.428,109,1.0,0.192,2.011e-09,372,Q9WUD9-3
rank00071_coA_proteinbinders_3418_A,AF-P12931-3-F1-model_v6,0.428,109,1.0,0.192,3.06e-09,366,P12931-3
rank00071_coA_proteinbinders_3418_A,AF-Q9WUD9-2-F1-model_v6,0.428,109,1.0,0.196,3.663e-09,363,Q9WUD9-2
rank00071_coA_proteinbinders_3418_A,AF-P00523-F1-model_v6,0.428,109,1.0,0.199,4.656e-09,360,P00523
rank00071_coA_proteinbinders_3418_A,AF-Q02977-F1-model_v6,0.39,109,1.0,0.198,4.944e-09,358,Q02977
rank00071_coA_proteinbinders_3418_A,AF-Q28923-F1-model_v6,0.4,109,1.0,0.197,5.919e-09,357,Q28923
rank00071_coA_proteinbinders_3418_A,AF-P13116-F1-model_v6,0.414,109,1.0,0.199,4.656e-09,356,P13116
rank00071_coA_proteinbinders_3418_A,AF-P12931-2-F1-model_v6,0.428,109,1.0,0.196,6.673e-09,355,P12931-2
rank00071_coA_proteinbinders_3418_A,AF-P05480-1-F1-model_v6,0.428,109,1.0,0.196,7.085e-09,354,P05480-1
rank00071_coA_proteinbinders_3418_A,AF-P13115-F1-model_v6,0.428,109,1.0,0.199,7.988e-09,352,P13115
rank00071_coA_proteinbinders_3418_A,AF-P12931-F1-model_v6,0.428,109,1.0,0.198,7.988e-09,352,P12931
rank00071_coA_proteinbinders_3418_A,AF-P05480-F1-model_v6,0.428,109,1.0,0.198,1.015e-08,349,P05480
rank00071_coA_proteinbinders_3418_A,AF-A1A5H8-F1-model_v6,0.396,109,1.0,0.194,6.284e-09,349,A1A5H8
rank00071_coA_proteinbinders_3418_A,AF-P09324-F1-model_v6,0.405,109,1.0,0.196,7.523e-09,347,P09324
rank00071_coA_proteinbinders_3418_A,AF-F1LM93-F1-model_v6,0.396,109,1.0,0.196,8.482e-09,344,F1LM93
rank00071_coA_proteinbinders_3418_A,AF-Q04736-F1-model_v6,0.401,109,1.0,0.196,1.145e-08,344,Q04736
rank00071_coA_proteinbinders_3418_A,AF-Q9WUD9-F1-model_v6,0.436,109,1.0,0.198,1.216e-08,343,Q9WUD9
rank00071_coA_proteinbinders_3418_A,AF-P10936-F1-model_v6,0.396,109,1.0,0.197,1.078e-08,341,P10936
rank00071_coA_proteinbinders_3418_A,AF-Q1JPZ3-F1-model_v6,0.378,109,1.0,0.199,1.37e-08,339,Q1JPZ3
rank00071_coA_proteinbinders_3418_A,AF-P07947-F1-model_v6,0.401,109,1.0,0.195,2.214e-08,336,P07947
rank00071_coA_proteinbinders_3418_A,AF-P09769-F1-model_v6,0.381,109,1.0,0.2,1.85e-08,335,P09769
rank00071_coA_proteinbinders_3418_A,AF-Q6P6U0-F1-model_v6,0.372,109,1.0,0.205,1.964e-08,333,Q6P6U0
rank00071_coA_proteinbinders_3418_A,AF-P14234-F1-model_v6,0.381,109,1.0,0.205,2.214e-08,333,P14234
rank00071_coA_proteinbinders_3418_A,AF-P27447-F1-model_v6,0.405,109,1.0,0.195,1.964e-08,332,P27447
rank00071_coA_proteinbinders_3418_A,AF-P39688-2-F1-model_v6,0.36,109,1.0,0.199,2.497e-08,330,P39688-2
rank00071_coA_proteinbinders_3418_A,AF-P08103-F1-model_v6,0.342,109,1.0,0.202,2.085e-08,328,P08103
rank00071_coA_proteinbinders_3418_A,AF-Q05876-F1-model_v6,0.375,109,1.0,0.199,4.283e-08,327,Q05876
rank00071_coA_proteinbinders_3418_A,AF-P50545-F1-model_v6,0.342,109,1.0,0.202,2.497e-08,326,P50545
rank00071_coA_proteinbinders_3418_A,AF-P06241-2-F1-model_v6,0.369,109,1.0,0.199,3.37e-08,326,P06241-2
rank00071_coA_proteinbinders_3418_A,AF-Q6EWH2-F1-model_v6,0.383,109,1.0,0.197,3.799e-08,326,Q6EWH2
rank00071_coA_proteinbinders_3418_A,AF-P42683-F1-model_v6,0.369,109,1.0,0.209,2.989e-08,323,P42683
rank00071_coA_proteinbinders_3418_A,AF-F1RDG9-F1-model_v6,0.36,109,1.0,0.195,3.799e-08,322,F1RDG9
rank00071_coA_proteinbinders_3418_A,AF-P50545-2-F1-model_v6,0.342,109,1.0,0.211,3.799e-08,320,P50545-2
rank00071_coA_proteinbinders_3418_A,AF-P06241-F1-model_v6,0.375,109,1.0,0.197,5.781e-08,320,P06241
rank00071_coA_proteinbinders_3418_A,AF-A0JNB0-F1-model_v6,0.369,109,1.0,0.197,4.034e-08,320,A0JNB0
rank00071_coA_proteinbinders_3418_A,AF-Q6EWH2-2-F1-model_v6,0.381,109,1.0,0.362,7.802e-08,319,Q6EWH2-2
rank00071_coA_proteinbinders_3418_A,AF-P08103-2-F1-model_v6,0.342,109,1.0,0.211,5.127e-08,316,P08103-2
rank00071_coA_proteinbinders_3418_A,AF-P25911-F1-model_v6,0.27,109,1.0,0.207,5.781e-08,316,P25911
rank00071_coA_proteinbinders_3418_A,AF-Q5PXS1-F1-model_v6,0.342,109,1.0,0.208,4.829e-08,315,Q5PXS1
rank00071_coA_proteinbinders_3418_A,AF-P07948-2-F1-model_v6,0.27,109,1.0,0.216,6.518e-08,314,P07948-2
rank00071_coA_proteinbinders_3418_A,AF-P27446-F1-model_v6,0.36,109,1.0,0.197,6.518e-08,314,P27446
rank00071_coA_proteinbinders_3418_A,AF-P06239-3-F1-model_v6,0.342,109,1.0,0.197,5.444e-08,314,P06239-3
rank00071_coA_proteinbinders_3418_A,AF-P06239-2-F1-model_v6,0.348,109,1.0,0.292,5.127e-08,313,P06239-2
rank00071_coA_proteinbinders_3418_A,AF-P08631-4-F1-model_v6,0.324,109,1.0,0.202,6.138e-08,313,P08631-4
rank00071_coA_proteinbinders_3418_A,AF-A1Y2K1-F1-model_v6,0.369,109,1.0,0.197,7.348e-08,313,A1Y2K1
rank00071_coA_proteinbinders_3418_A,AF-P25911-2-F1-model_v6,0.27,109,1.0,0.216,7.348e-08,312,P25911-2
rank00071_coA_proteinbinders_3418_A,AF-P06240-F1-model_v6,0.351,109,1.0,0.208,6.518e-08,312,P06240
rank00071_coA_proteinbinders_3418_A,AF-Q62844-F1-model_v6,0.369,109,1.0,0.197,7.802e-08,312,Q62844
rank00071_coA_proteinbinders_3418_A,AF-Q07014-2-F1-model_v6,0.27,109,1.0,0.216,8.285e-08,311,Q07014-2
rank00071_coA_proteinbinders_3418_A,AF-P08631-3-F1-model_v6,0.324,109,1.0,0.21,6.92e-08,311,P08631-3
rank00071_coA_proteinbinders_3418_A,AF-P39688-F1-model_v6,0.369,109,1.0,0.197,8.285e-08,311,P39688
rank00071_coA_proteinbinders_3418_A,AF-Q01621-F1-model_v6,0.351,109,1.0,0.208,7.348e-08,310,Q01621
rank00071_coA_proteinbinders_3418_A,AF-Q95M30-F1-model_v6,0.333,109,1.0,0.21,7.802e-08,309,Q95M30
rank00071_coA_proteinbinders_3418_A,AF-P08631-2-F1-model_v6,0.324,109,1.0,0.21,9.34e-08,307,P08631-2
rank00071_coA_proteinbinders_3418_A,AF-P06239-F1-model_v6,0.342,109,1.0,0.208,8.797e-08,307,P06239
rank00071_coA_proteinbinders_3418_A,AF-P08631-F1-model_v6,0.324,109,1.0,0.202,9.34e-08,307,P08631
rank00071_coA_proteinbinders_3418_A,AF-P13406-F1-model_v6,0.36,109,1.0,0.197,1.261e-07,305,P13406
rank00071_coA_proteinbinders_3418_A,AF-Q95KR7-F1-model_v6,0.342,109,1.0,0.208,1.118e-07,303,Q95KR7
rank00071_coA_proteinbinders_3418_A,AF-P00528-F1-model_v6,0.363,109,1.0,0.192,2.037e-07,299,P00528
rank00071_coA_proteinbinders_3418_A,AF-P07948-F1-model_v6,0.27,109,1.0,0.207,2.589e-07,295,P07948
rank00071_coA_proteinbinders_3418_A,AF-Q07014-F1-model_v6,0.27,109,1.0,0.207,2.919e-07,293,Q07014
rank00071_coA_proteinbinders_3418_A,AF-P16277-F1-model_v6,0.352,103,0.945,0.198,2.749e-07,290,P16277
rank00071_coA_proteinbinders_3418_A,AF-P51451-F1-model_v6,0.324,109,1.0,0.208,5.008e-07,280,P51451
rank00071_coA_proteinbinders_3418_A,AF-O45539-F1-model_v6,0.348,108,0.991,0.197,4.442e-07,280,O45539
rank00071_coA_proteinbinders_3418_A,AF-O35324-F1-model_v6,0.349,103,0.945,0.75,2.919e-07,278,O35324
rank00071_coA_proteinbinders_3418_A,AF-Q45HK4-F1-model_v6,0.358,103,0.945,0.75,3.495e-07,274,Q45HK4
rank00071_coA_proteinbinders_3418_A,AF-O14796-F1-model_v6,0.314,103,0.945,0.75,4.183e-07,274,O14796
rank00071_coA_proteinbinders_3418_A,AF-G5ECJ6-F1-model_v6,0.367,106,0.972,0.178,2.589e-07,274,G5ECJ6
rank00071_coA_proteinbinders_3418_A,AF-G5ECJ6-2-F1-model_v6,0.386,101,0.927,0.146,2.037e-07,271,G5ECJ6-2
rank00071_coA_proteinbinders_3418_A,AF-Q06AA1-F1-model_v6,0.299,105,0.963,0.789,4.442e-07,270,Q06AA1
rank00071_coA_proteinbinders_3418_A,AF-G5EE56-2-F1-model_v6,0.342,108,0.991,0.199,8.092e-07,265,G5EE56-2
rank00071_coA_proteinbinders_3418_A,AF-O60880-4-F1-model_v6,0.296,105,0.963,0.808,8.092e-07,262,O60880-4
rank00071_coA_proteinbinders_3418_A,AF-O88890-F1-model_v6,0.299,105,0.963,0.802,7.621e-07,262,O88890
rank00071_coA_proteinbinders_3418_A,AF-G5EE56-3-F1-model_v6,0.342,108,0.991,0.224,1.092e-06,261,G5EE56-3
rank00071_coA_proteinbinders_3418_A,AF-Q3ZBB1-F1-model_v6,0.299,105,0.963,0.789,8.092e-07,260,Q3ZBB1
rank00071_coA_proteinbinders_3418_A,AF-P17713-F1-model_v6,0.336,109,1.0,0.198,1.388e-06,259,P17713
rank00071_coA_proteinbinders_3418_A,AF-O60880-F1-model_v6,0.299,105,0.963,0.789,1.16e-06,254,O60880
rank00071_coA_proteinbinders_3418_A,AF-Q71S10-F1-model_v6,0.299,105,0.963,0.789,1.16e-06,253,Q71S10
rank00071_coA_proteinbinders_3418_A,AF-G5EE56-F1-model_v6,0.342,108,0.991,0.201,2.685e-06,249,G5EE56
rank00071_coA_proteinbinders_3418_A,AF-P42690-F1-model_v6,0.33,109,1.0,0.2,2.851e-06,246,P42690
rank00071_coA_proteinbinders_3418_A,AF-Q9V9J3-F1-model_v6,0.381,109,1.0,0.195,4.086e-06,245,Q9V9J3
rank00071_coA_proteinbinders_3418_A,AF-P43403-3-F1-model_v6,0.303,109,1.0,0.203,1.989e-06,244,P43403-3
rank00071_coA_proteinbinders_3418_A,AF-Q9ES52-4-F1-model_v6,0.302,106,0.972,0.106,1.474e-06,244,Q9ES52-4
rank00071_coA_proteinbinders_3418_A,AF-Q92835-2-F1-model_v6,0.309,106,0.972,0.086,2.382e-06,243,Q92835-2
rank00071_coA_proteinbinders_3418_A,AF-Q9ES52-2-F1-model_v6,0.302,105,0.963,0.085,3.624e-06,241,Q9ES52-2
rank00071_coA_proteinbinders_3418_A,AF-P42686-F1-model_v6,0.354,109,1.0,0.2,3.624e-06,240,P42686
rank00071_coA_proteinbinders_3418_A,AF-Q62662-F1-model_v6,0.364,106,0.972,0.194,6.602e-06,240,Q62662
rank00071_coA_proteinbinders_3418_A,AF-P42685-F1-model_v6,0.357,108,0.991,0.198,3.027e-06,237,P42685
rank00071_coA_proteinbinders_3418_A,AF-Q922K9-F1-model_v6,0.366,108,0.991,0.195,8.392e-06,237,Q922K9
rank00071_coA_proteinbinders_3418_A,AF-Q92835-F1-model_v6,0.311,106,0.972,0.086,3.848e-06,237,Q92835
rank00071_coA_proteinbinders_3418_A,AF-Q9ES52-F1-model_v6,0.314,105,0.963,0.085,1.989e-06,237,Q9ES52
rank00071_coA_proteinbinders_3418_A,AF-Q9ES52-3-F1-model_v6,0.324,105,0.963,0.09,2.243e-06,236,Q9ES52-3
rank00071_coA_proteinbinders_3418_A,AF-P97573-F1-model_v6,0.317,105,0.963,0.085,2.243e-06,236,P97573
rank00071_coA_proteinbinders_3418_A,AF-P06241-3-F1-model_v6,0.393,98,0.899,0.197,3.214e-06,233,P06241-3
rank00071_coA_proteinbinders_3418_A,AF-Q00655-F1-model_v6,0.364,107,0.982,0.154,2.851e-06,233,Q00655
rank00071_coA_proteinbinders_3418_A,AF-P29351-2-F1-model_v6,0.333,112,1.0,0.188,1.765e-06,232,P29351-2
rank00071_coA_proteinbinders_3418_A,AF-F1N9Y5-F1-model_v6,0.357,108,0.991,0.162,3.848e-06,232,F1N9Y5
rank00071_coA_proteinbinders_3418_A,AF-Q64434-F1-model_v6,0.345,109,1.0,0.224,2.529e-06,231,Q64434
rank00071_coA_proteinbinders_3418_A,AF-Q13882-F1-model_v6,0.345,109,1.0,0.224,2.685e-06,231,Q13882
rank00071_coA_proteinbinders_3418_A,AF-P29350-3-F1-model_v6,0.316,112,1.0,0.188,2.243e-06,231,P29350-3
rank00071_coA_proteinbinders_3418_A,AF-Q8R4L0-F1-model_v6,0.37,100,0.917,0.375,5.515e-06,230,Q8R4L0
rank00071_coA_proteinbinders_3418_A,AF-P29351-F1-model_v6,0.333,112,1.0,0.188,2.112e-06,230,P29351
rank00071_coA_proteinbinders_3418_A,AF-P43405-2-F1-model_v6,0.37,107,0.982,0.16,4.086e-06,230,P43405-2
rank00071_coA_proteinbinders_3418_A,AF-Q08881-F1-model_v6,0.3,107,0.982,0.171,4.086e-06,230,Q08881
rank00071_coA_proteinbinders_3418_A,AF-P46109-F1-model_v6,0.345,108,0.991,0.32,5.856e-06,229,P46109
rank00071_coA_proteinbinders_3418_A,AF-P43404-F1-model_v6,0.309,109,1.0,0.162,5.194e-06,229,P43404
rank00071_coA_proteinbinders_3418_A,AF-P29350-4-F1-model_v6,0.324,112,1.0,0.179,2.382e-06,228,P29350-4
rank00071_coA_proteinbinders_3418_A,AF-Q64725-F1-model_v6,0.333,107,0.982,0.156,4.891e-06,228,Q64725
rank00071_coA_proteinbinders_3418_A,AF-P53356-F1-model_v6,0.34,99,0.908,0.12,7.01e-06,227,P53356
rank00071_coA_proteinbinders_3418_A,AF-P43405-F1-model_v6,0.384,103,0.945,0.148,4.607e-06,226,P43405
rank00071_coA_proteinbinders_3418_A,AF-Q8R4L0-2-F1-model_v6,0.37,100,0.917,0.416,6.602e-06,224,Q8R4L0-2
rank00071_coA_proteinbinders_3418_A,AF-P43403-F1-model_v6,0.309,109,1.0,0.162,7.443e-06,224,P43403
rank00071_coA_proteinbinders_3418_A,AF-P81718-F1-model_v6,0.324,112,1.0,0.183,3.848e-06,223,P81718
rank00071_coA_proteinbinders_3418_A,AF-P29351-3-F1-model_v6,0.333,112,1.0,0.201,4.339e-06,221,P29351-3
rank00071_coA_proteinbinders_3418_A,AF-Q8CG80-2-F1-model_v6,0.254,109,1.0,0.448,6.218e-06,220,Q8CG80-2
rank00071_coA_proteinbinders_3418_A,AF-P29350-2-F1-model_v6,0.324,112,1.0,0.201,4.339e-06,220,P29350-2
rank00071_coA_proteinbinders_3418_A,AF-P48025-F1-model_v6,0.342,107,0.982,0.156,8.91e-06,220,P48025
rank00071_coA_proteinbinders_3418_A,AF-Q13322-3-F1-model_v6,0.257,104,0.954,0.187,2.243e-06,218,Q13322-3
rank00071_coA_proteinbinders_3418_A,AF-P29350-F1-model_v6,0.324,112,1.0,0.188,6.218e-06,216,P29350
rank00071_coA_proteinbinders_3418_A,AF-Q7M4L6-F1-model_v6,0.26,109,1.0,0.248,7.903e-06,214,Q7M4L6
rank00071_coA_proteinbinders_3418_A,AF-Q14449-F1-model_v6,0.266,107,0.982,0.193,2.112e-06,214,Q14449
rank00071_coA_proteinbinders_3418_A,AF-Q5ICW4-F1-model_v6,0.264,105,0.963,0.187,3.624e-06,213,Q5ICW4
rank00071_coA_proteinbinders_3418_A,AF-Q90687-F1-model_v6,0.348,107,0.945,0.18,5.194e-06,213,Q90687
rank00071_coA_proteinbinders_3418_A,AF-Q1RMW5-F1-model_v6,0.266,104,0.954,0.188,3.624e-06,212,Q1RMW5
rank00071_coA_proteinbinders_3418_A,AF-O88900-F1-model_v6,0.256,107,0.982,0.193,2.382e-06,212,O88900
rank00071_coA_proteinbinders_3418_A,AF-Q60760-3-F1-model_v6,0.259,103,0.945,0.183,3.027e-06,212,Q60760-3
rank00071_coA_proteinbinders_3418_A,AF-Q13322-2-F1-model_v6,0.257,104,0.954,0.182,3.413e-06,212,Q13322-2
rank00071_coA_proteinbinders_3418_A,AF-Q14449-2-F1-model_v6,0.266,107,0.982,0.23,3.027e-06,210,Q14449-2
rank00071_coA_proteinbinders_3418_A,AF-P41499-F1-model_v6,0.33,107,0.945,0.18,6.602e-06,210,P41499
rank00071_coA_proteinbinders_3418_A,AF-Q60760-F1-model_v6,0.245,104,0.954,0.161,3.413e-06,210,Q60760
rank00071_coA_proteinbinders_3418_A,AF-B5KFD7-2-F1-model_v6,0.259,103,0.945,0.187,3.848e-06,209,B5KFD7-2
rank00071_coA_proteinbinders_3418_A,AF-P35235-F1-model_v6,0.339,107,0.945,0.18,8.392e-06,207,P35235
rank00071_coA_proteinbinders_3418_A,AF-Q06124-F1-model_v6,0.339,107,0.945,0.18,7.903e-06,207,Q06124
rank00071_coA_proteinbinders_3418_A,AF-P35235-1-F1-model_v6,0.339,107,0.945,0.179,8.392e-06,207,P35235-1
rank00071_coA_proteinbinders_3418_A,AF-P41499-1-F1-model_v6,0.33,107,0.945,0.179,8.91e-06,207,P41499-1
rank00071_coA_proteinbinders_3418_A,AF-Q06124-1-F1-model_v6,0.339,107,0.945,0.179,7.903e-06,207,Q06124-1
rank00071_coA_proteinbinders_3418_A,AF-P0CE43-F1-model_v6,0.257,104,0.954,0.167,5.515e-06,207,P0CE43
rank00071_coA_proteinbinders_3418_A,AF-Q62077-F1-model_v6,0.3,113,0.972,0.087,2.112e-06,207,Q62077
rank00071_coA_proteinbinders_3418_A,AF-Q54RB7-F1-model_v6,0.342,104,0.954,0.176,2.685e-06,205,Q54RB7
rank00071_coA_proteinbinders_3418_A,AF-Q14451-F1-model_v6,0.257,104,0.954,0.188,6.218e-06,205,Q14451
rank00071_coA_proteinbinders_3418_A,AF-Q9QZC5-F1-model_v6,0.257,104,0.954,0.187,5.194e-06,205,Q9QZC5
rank00071_coA_proteinbinders_3418_A,AF-Q13322-4-F1-model_v6,0.259,103,0.945,0.168,5.515e-06,205,Q13322-4
rank00071_coA_proteinbinders_3418_A,AF-Q03160-F1-model_v6,0.257,104,0.954,0.187,6.602e-06,204,Q03160
rank00071_coA_proteinbinders_3418_A,AF-Q14451-3-F1-model_v6,0.257,104,0.954,0.18,7.443e-06,203,Q14451-3
rank00071_coA_proteinbinders_3418_A,AF-B5KFD7-F1-model_v6,0.259,103,0.945,0.168,6.602e-06,202,B5KFD7
rank00071_coA_proteinbinders_3418_A,AF-Q60760-2-F1-model_v6,0.257,104,0.954,0.168,8.91e-06,202,Q60760-2
rank00071_coA_proteinbinders_3418_A,AF-P10686-F1-model_v6,0.3,113,0.972,0.088,3.214e-06,202,P10686
rank00071_coA_proteinbinders_3418_A,AF-Q13322-F1-model_v6,0.259,103,0.945,0.167,8.91e-06,200,Q13322
rank00071_coA_proteinbinders_3418_A,AF-Q9JLM9-F1-model_v6,0.256,107,0.982,0.193,8.91e-06,197,Q9JLM9
rank00071_coA_proteinbinders_3418_A,AF-P19174-F1-model_v6,0.302,112,0.963,0.087,4.607e-06,197,P19174
rank00071_coA_proteinbinders_3418_A,AF-P19174-2-F1-model_v6,0.302,112,0.963,0.087,4.891e-06,197,P19174-2
rank00071_coA_proteinbinders_3418_A,AF-P08487-F1-model_v6,0.302,112,0.963,0.087,9.461e-06,190,P08487
rank00071_coA_proteinbinders_3418_A,AF-Q8CIH5-F1-model_v6,0.291,120,0.991,0.095,9.461e-06,171,Q8CIH5
rank00079_coA_proteinbinders_2135_A,AF-Q9Y8T3-F1-model_v6,0.175,278,0.949,0.984,9.603e-07,158,Q9Y8T3
rank00079_coA_proteinbinders_2135_A,AF-Q5P1A9-F1-model_v6,0.159,310,0.99,0.886,2.691e-06,149,Q5P1A9
rank00079_coA_proteinbinders_2135_A,AF-Q8DLN9-F1-model_v6,0.194,286,0.976,0.962,2.691e-06,148,Q8DLN9
rank00079_coA_proteinbinders_2135_A,AF-P42420-F1-model_v6,0.147,251,0.857,0.776,2.266e-06,148,P42420
rank00079_coA_proteinbinders_2135_A,AF-B6J754-F1-model_v6,0.162,304,0.986,0.876,1.802e-06,147,B6J754
rank00079_coA_proteinbinders_2135_A,AF-B2UNA2-F1-model_v6,0.154,284,0.932,0.816,8.453e-06,147,B2UNA2
rank00079_coA_proteinbinders_2135_A,AF-Q6GEV0-F1-model_v6,0.139,287,0.98,0.923,1.607e-06,142,Q6GEV0
rank00079_coA_proteinbinders_2135_A,AF-A7ZAH2-F1-model_v6,0.144,290,0.99,0.948,2.691e-06,142,A7ZAH2
rank00079_coA_proteinbinders_2135_A,AF-B6J0A5-F1-model_v6,0.162,302,0.98,0.87,4.504e-06,142,B6J0A5
rank00079_coA_proteinbinders_2135_A,AF-P68906-F1-model_v6,0.154,252,0.86,0.771,3.383e-06,141,P68906
rank00079_coA_proteinbinders_2135_A,AF-Q83CY0-F1-model_v6,0.164,304,0.986,0.876,5.05e-06,141,Q83CY0
rank00079_coA_proteinbinders_2135_A,AF-A1VQJ1-F1-model_v6,0.14,291,0.945,0.831,7.119e-06,141,A1VQJ1
rank00079_coA_proteinbinders_2135_A,AF-A9KCF2-F1-model_v6,0.162,304,0.986,0.876,4.769e-06,140,A9KCF2
rank00079_coA_proteinbinders_2135_A,AF-B4E8N4-F1-model_v6,0.154,320,0.997,0.928,4.253e-06,139,B4E8N4
rank00079_coA_proteinbinders_2135_A,AF-C1DDY1-F1-model_v6,0.148,318,0.993,0.916,9.478e-06,139,C1DDY1
rank00079_coA_proteinbinders_2135_A,AF-P0CZ59-F1-model_v6,0.15,252,0.86,0.771,4.016e-06,138,P0CZ59
rank00079_coA_proteinbinders_2135_A,AF-Q5WKY5-F1-model_v6,0.128,253,0.863,0.775,7.119e-06,138,Q5WKY5
rank00079_coA_proteinbinders_2135_A,AF-Q02PL5-F1-model_v6,0.157,315,0.983,0.921,6.723e-06,137,Q02PL5
rank00079_coA_proteinbinders_2135_A,AF-Q1BWM4-F1-model_v6,0.151,320,0.997,0.928,5.05e-06,137,Q1BWM4
rank00079_coA_proteinbinders_2135_A,AF-P0CZ58-F1-model_v6,0.143,252,0.86,0.771,5.662e-06,136,P0CZ58
rank00079_coA_proteinbinders_2135_A,AF-Q5XA12-F1-model_v6,0.147,252,0.86,0.771,5.05e-06,136,Q5XA12
rank00079_coA_proteinbinders_2135_A,AF-P68905-F1-model_v6,0.153,252,0.86,0.771,5.05e-06,136,P68905
rank00079_coA_proteinbinders_2135_A,AF-Q0BFR0-F1-model_v6,0.156,320,0.997,0.928,6.349e-06,136,Q0BFR0
rank00079_coA_proteinbinders_2135_A,AF-B7UWL8-F1-model_v6,0.154,315,0.983,0.921,8.95e-06,135,B7UWL8
rank00079_coA_proteinbinders_2135_A,AF-Q9VMY9-F1-model_v6,0.123,275,0.891,0.614,2.849e-06,135,Q9VMY9
rank00079_coA_proteinbinders_2135_A,AF-Q4QKB5-F1-model_v6,0.126,314,0.99,0.926,8.95e-06,134,Q4QKB5
rank00079_coA_proteinbinders_2135_A,AF-A3NUS1-F1-model_v6,0.159,316,0.983,0.924,6.723e-06,134,A3NUS1
rank00079_coA_proteinbinders_2135_A,AF-A1V4A5-F1-model_v6,0.156,320,0.997,0.928,8.453e-06,134,A1V4A5
rank00079_coA_proteinbinders_2135_A,AF-A0K729-F1-model_v6,0.151,320,0.997,0.928,7.982e-06,134,A0K729
rank00079_coA_proteinbinders_2135_A,AF-B2JKL9-F1-model_v6,0.161,318,0.99,0.924,8.453e-06,133,B2JKL9
rank00079_coA_proteinbinders_2135_A,AF-Q53WI0-F1-model_v6,0.198,276,0.942,0.738,5.662e-06,133,Q53WI0
rank00079_coA_proteinbinders_2135_A,AF-Q5HM97-F1-model_v6,0.131,287,0.98,0.923,8.95e-06,132,Q5HM97
rank00079_coA_proteinbinders_2135_A,AF-Q8CNI3-F1-model_v6,0.133,286,0.976,0.934,8.95e-06,132,Q8CNI3
rank00079_coA_proteinbinders_2135_A,AF-Q63TV1-F1-model_v6,0.16,316,0.983,0.924,9.478e-06,132,Q63TV1
rank00079_coA_proteinbinders_2135_A,AF-A3D5B9-F1-model_v6,0.145,316,0.986,0.932,8.453e-06,131,A3D5B9
rank00079_coA_proteinbinders_2135_A,AF-Q65D09-F1-model_v6,0.132,288,0.983,0.914,8.453e-06,127,Q65D09
rank00079_coA_proteinbinders_2135_A,AF-Q9RX14-F1-model_v6,0.145,328,0.986,0.889,7.982e-06,124,Q9RX14
rank00079_coA_proteinbinders_2135_A,AF-B2VBT9-F1-model_v6,0.111,292,0.997,0.837,7.982e-06,123,B2VBT9
