query,target,fident,alnlen,qcov,tcov,evalue,bits,uniprot
rank0044_ca6_proteinbinders_3205_A,AF-Q6P0D9-F1-model_v6,0.287,332,0.994,0.997,4.731e-18,752,Q6P0D9
rank0044_ca6_proteinbinders_3205_A,AF-Q6FJ73-F1-model_v6,0.28,334,0.979,0.991,4.3e-18,749,Q6FJ73
rank0044_ca6_proteinbinders_3205_A,AF-A7RWD2-F1-model_v6,0.297,325,0.967,0.994,4.731e-18,743,A7RWD2
rank0044_ca6_proteinbinders_3205_A,AF-B5X9P2-F1-model_v6,0.296,332,0.994,0.994,1.805e-17,735,B5X9P2
rank0044_ca6_proteinbinders_3205_A,AF-Q6GMD2-F1-model_v6,0.289,326,0.976,0.98,3.055e-17,727,Q6GMD2
rank0044_ca6_proteinbinders_3205_A,AF-Q9SZQ5-F1-model_v6,0.309,326,0.976,0.991,1.231e-17,720,Q9SZQ5
rank0044_ca6_proteinbinders_3205_A,AF-B6K1G6-F1-model_v6,0.291,330,0.985,0.539,3.361e-17,720,B6K1G6
rank0044_ca6_proteinbinders_3205_A,AF-P78706-F1-model_v6,0.319,334,1.0,0.533,9.764e-19,718,P78706
rank0044_ca6_proteinbinders_3205_A,AF-Q5ZJH5-F1-model_v6,0.277,326,0.976,0.98,1.231e-17,713,Q5ZJH5
rank0044_ca6_proteinbinders_3205_A,AF-Q8C0J2-2-F1-model_v6,0.227,329,0.985,0.505,1.972e-16,711,Q8C0J2-2
rank0044_ca6_proteinbinders_3205_A,AF-Q5RAC9-F1-model_v6,0.229,329,0.985,0.489,1.345e-16,711,Q5RAC9
rank0044_ca6_proteinbinders_3205_A,AF-Q6PBD6-F1-model_v6,0.295,326,0.976,0.98,2.912e-17,707,Q6PBD6
rank0044_ca6_proteinbinders_3205_A,AF-B8P4B0-F1-model_v6,0.277,343,0.982,0.783,8.81e-18,706,B8P4B0
rank0044_ca6_proteinbinders_3205_A,AF-Q5I0B9-2-F1-model_v6,0.242,329,0.985,0.553,2.505e-16,706,Q5I0B9-2
rank0044_ca6_proteinbinders_3205_A,AF-Q8C0J2-F1-model_v6,0.227,329,0.985,0.489,1.792e-16,706,Q8C0J2
rank0044_ca6_proteinbinders_3205_A,AF-Q6ZMY6-2-F1-model_v6,0.234,327,0.979,0.702,1.017e-17,700,Q6ZMY6-2
rank0044_ca6_proteinbinders_3205_A,AF-Q9UT57-F1-model_v6,0.248,331,0.985,0.544,9.175e-17,700,Q9UT57
rank0044_ca6_proteinbinders_3205_A,AF-Q4P5F5-F1-model_v6,0.246,426,0.985,0.936,3.526e-17,697,Q4P5F5
rank0044_ca6_proteinbinders_3205_A,AF-Q676U5-5-F1-model_v6,0.233,329,0.985,0.669,4.446e-16,694,Q676U5-5
rank0044_ca6_proteinbinders_3205_A,AF-Q676U5-2-F1-model_v6,0.232,330,0.988,0.509,3.501e-16,692,Q676U5-2
rank0044_ca6_proteinbinders_3205_A,AF-O62471-F1-model_v6,0.215,333,0.997,0.187,2.523e-17,692,O62471
rank0044_ca6_proteinbinders_3205_A,AF-Q5I0B9-F1-model_v6,0.242,329,0.985,0.477,6.214e-16,690,Q5I0B9
rank0044_ca6_proteinbinders_3205_A,AF-Q676U5-F1-model_v6,0.232,330,0.988,0.493,4.238e-16,689,Q676U5
rank0044_ca6_proteinbinders_3205_A,AF-Q6ZMY6-F1-model_v6,0.234,327,0.979,0.633,3.361e-17,688,Q6ZMY6
rank0044_ca6_proteinbinders_3205_A,AF-P0CS30-F1-model_v6,0.217,440,0.994,1.0,5.688e-17,684,P0CS30
rank0044_ca6_proteinbinders_3205_A,AF-Q8C0J2-3-F1-model_v6,0.224,329,0.985,0.477,8.279e-16,684,Q8C0J2-3
rank0044_ca6_proteinbinders_3205_A,AF-A6ZYM0-F1-model_v6,0.275,332,0.994,0.997,8.338e-17,681,A6ZYM0
rank0044_ca6_proteinbinders_3205_A,AF-Q75C26-F1-model_v6,0.297,329,0.985,0.991,7.578e-17,677,Q75C26
rank0044_ca6_proteinbinders_3205_A,AF-P14197-F1-model_v6,0.225,326,0.976,0.667,9.625e-17,676,P14197
rank0044_ca6_proteinbinders_3205_A,AF-Q8N9V3-F1-model_v6,0.296,326,0.976,0.649,6.214e-16,668,Q8N9V3
rank0044_ca6_proteinbinders_3205_A,AF-Q05583-F1-model_v6,0.276,332,0.994,0.997,1.059e-16,665,Q05583
rank0044_ca6_proteinbinders_3205_A,AF-Q6BIR9-F1-model_v6,0.202,393,0.976,0.997,1.88e-16,665,Q6BIR9
rank0044_ca6_proteinbinders_3205_A,AF-Q8NAA4-F1-model_v6,0.245,329,0.985,0.48,1.214e-15,664,Q8NAA4
rank0044_ca6_proteinbinders_3205_A,AF-Q8NAA4-2-F1-model_v6,0.238,329,0.985,0.579,9.11e-16,663,Q8NAA4-2
rank0044_ca6_proteinbinders_3205_A,AF-Q8C0J2-5-F1-model_v6,0.216,329,0.985,0.519,6.518e-16,663,Q8C0J2-5
rank0044_ca6_proteinbinders_3205_A,AF-Q6KAU8-3-F1-model_v6,0.247,329,0.985,0.502,7.524e-16,662,Q6KAU8-3
rank0044_ca6_proteinbinders_3205_A,AF-Q5AG86-F1-model_v6,0.251,382,0.976,0.997,1.01e-16,661,Q5AG86
rank0044_ca6_proteinbinders_3205_A,AF-P20053-F1-model_v6,0.227,327,0.979,0.652,6.214e-16,660,P20053
rank0044_ca6_proteinbinders_3205_A,AF-U4PCM1-F1-model_v6,0.231,332,0.994,0.368,2.756e-16,660,U4PCM1
rank0044_ca6_proteinbinders_3205_A,AF-Q5ZMC3-F1-model_v6,0.272,328,0.982,0.653,6.837e-16,659,Q5ZMC3
rank0044_ca6_proteinbinders_3205_A,AF-B9WHJ2-F1-model_v6,0.248,379,0.976,0.997,3.181e-16,656,B9WHJ2
rank0044_ca6_proteinbinders_3205_A,AF-A0AUS0-F1-model_v6,0.259,330,0.988,0.643,9.556e-16,653,A0AUS0
rank0044_ca6_proteinbinders_3205_A,AF-Q9SJT9-F1-model_v6,0.24,323,0.967,0.259,6.518e-16,649,Q9SJT9
rank0044_ca6_proteinbinders_3205_A,AF-Q6CMA2-F1-model_v6,0.249,333,0.994,1.0,2.276e-16,646,Q6CMA2
rank0044_ca6_proteinbinders_3205_A,AF-Q54S59-F1-model_v6,0.217,328,0.982,0.997,5.881e-15,642,Q54S59
rank0044_ca6_proteinbinders_3205_A,AF-Q40507-F1-model_v6,0.258,331,0.991,0.856,4.041e-16,641,Q40507
rank0044_ca6_proteinbinders_3205_A,AF-P93563-F1-model_v6,0.254,334,1.0,0.859,2.756e-16,641,P93563
rank0044_ca6_proteinbinders_3205_A,AF-O80990-2-F1-model_v6,0.265,321,0.949,0.953,1.273e-15,636,O80990-2
rank0044_ca6_proteinbinders_3205_A,AF-A7TLU2-F1-model_v6,0.262,342,0.97,0.986,2.505e-16,636,A7TLU2
rank0044_ca6_proteinbinders_3205_A,AF-A5DHD2-F1-model_v6,0.228,381,0.97,0.997,2.276e-16,635,A5DHD2
rank0044_ca6_proteinbinders_3205_A,AF-Q6NX08-F1-model_v6,0.243,332,0.994,0.777,2.17e-16,633,Q6NX08
rank0044_ca6_proteinbinders_3205_A,AF-P53621-2-F1-model_v6,0.225,323,0.967,0.256,1.336e-15,632,P53621-2
rank0044_ca6_proteinbinders_3205_A,AF-P49177-F1-model_v6,0.264,327,0.979,0.841,1.47e-15,630,P49177
rank0044_ca6_proteinbinders_3205_A,AF-A8ILK1-F1-model_v6,0.209,322,0.964,0.473,1.326e-14,627,A8ILK1
rank0044_ca6_proteinbinders_3205_A,AF-Q13033-2-F1-model_v6,0.207,328,0.973,0.46,1.103e-15,622,Q13033-2
rank0044_ca6_proteinbinders_3205_A,AF-Q55DA2-F1-model_v6,0.22,332,0.994,0.976,1.598e-20,620,Q55DA2
rank0044_ca6_proteinbinders_3205_A,AF-P93397-F1-model_v6,0.262,327,0.979,0.841,1.542e-15,620,P93397
rank0044_ca6_proteinbinders_3205_A,AF-Q5REE6-F1-model_v6,0.26,332,0.994,0.778,2.388e-16,619,Q5REE6
rank0044_ca6_proteinbinders_3205_A,AF-Q6CBI8-F1-model_v6,0.282,331,0.988,0.997,1.47e-15,618,Q6CBI8
rank0044_ca6_proteinbinders_3205_A,AF-Q0VC24-F1-model_v6,0.254,334,1.0,0.783,2.627e-16,618,Q0VC24
rank0044_ca6_proteinbinders_3205_A,AF-A5D7H2-F1-model_v6,0.209,328,0.973,0.412,5.383e-16,618,A5D7H2
rank0044_ca6_proteinbinders_3205_A,AF-P93398-F1-model_v6,0.254,334,1.0,0.87,1.401e-15,614,P93398
rank0044_ca6_proteinbinders_3205_A,AF-Q9JJA4-F1-model_v6,0.266,333,0.997,0.78,3.033e-16,614,Q9JJA4
rank0044_ca6_proteinbinders_3205_A,AF-Q28D01-F1-model_v6,0.256,324,0.97,0.484,1.273e-15,614,Q28D01
rank0044_ca6_proteinbinders_3205_A,AF-Q8K3E5-2-F1-model_v6,0.2,329,0.985,0.319,2.26e-15,614,Q8K3E5-2
rank0044_ca6_proteinbinders_3205_A,AF-Q27954-F1-model_v6,0.216,323,0.967,0.258,5.607e-15,611,Q27954
rank0044_ca6_proteinbinders_3205_A,AF-A3LVM1-F1-model_v6,0.242,360,0.976,0.997,4.208e-15,608,A3LVM1
rank0044_ca6_proteinbinders_3205_A,AF-Q9GZL7-F1-model_v6,0.253,332,0.994,0.778,6.214e-16,608,Q9GZL7
rank0044_ca6_proteinbinders_3205_A,AF-P61480-F1-model_v6,0.257,332,0.994,0.778,2.756e-16,606,P61480
rank0044_ca6_proteinbinders_3205_A,AF-Q8C6G8-F1-model_v6,0.248,330,0.988,0.473,2.054e-15,604,Q8C6G8
rank0044_ca6_proteinbinders_3205_A,AF-Q9H7D7-F1-model_v6,0.249,330,0.988,0.458,2.371e-15,601,Q9H7D7
rank0044_ca6_proteinbinders_3205_A,AF-Q0CCS0-F1-model_v6,0.222,420,0.994,0.995,1.958e-15,598,Q0CCS0
rank0044_ca6_proteinbinders_3205_A,AF-Q8N157-F1-model_v6,0.18,329,0.985,0.268,2.736e-15,598,Q8N157
rank0044_ca6_proteinbinders_3205_A,AF-Q6BU94-F1-model_v6,0.223,329,0.985,0.743,1.606e-14,597,Q6BU94
rank0044_ca6_proteinbinders_3205_A,AF-A2QPW4-F1-model_v6,0.213,402,0.994,0.976,2.154e-15,596,A2QPW4
rank0044_ca6_proteinbinders_3205_A,AF-Q9H7D7-2-F1-model_v6,0.248,330,0.988,0.47,3.646e-15,596,Q9H7D7-2
rank0044_ca6_proteinbinders_3205_A,AF-Q8N157-2-F1-model_v6,0.188,329,0.985,0.305,8.22e-15,593,Q8N157-2
rank0044_ca6_proteinbinders_3205_A,AF-Q5BDJ5-F1-model_v6,0.216,435,0.994,0.975,3.852e-16,590,Q5BDJ5
rank0044_ca6_proteinbinders_3205_A,AF-Q9JHB4-2-F1-model_v6,0.23,324,0.97,0.842,1.205e-14,588,Q9JHB4-2
rank0044_ca6_proteinbinders_3205_A,AF-Q9Y4P3-F1-model_v6,0.217,323,0.967,0.714,6.214e-16,588,Q9Y4P3
rank0044_ca6_proteinbinders_3205_A,AF-A9VDW7-F1-model_v6,0.238,365,0.985,0.721,7.524e-16,588,A9VDW7
rank0044_ca6_proteinbinders_3205_A,AF-C6DCH7-F1-model_v6,0.211,292,0.859,0.88,3.62e-14,587,C6DCH7
rank0044_ca6_proteinbinders_3205_A,AF-Q2UPI0-F1-model_v6,0.215,433,0.991,0.989,4.208e-15,583,Q2UPI0
rank0044_ca6_proteinbinders_3205_A,AF-Q5ZMV7-F1-model_v6,0.184,330,0.988,0.968,1.149e-14,582,Q5ZMV7
rank0044_ca6_proteinbinders_3205_A,AF-B8MWR8-F1-model_v6,0.215,433,0.991,0.989,3.646e-15,581,B8MWR8
rank0044_ca6_proteinbinders_3205_A,AF-O22785-F1-model_v6,0.236,328,0.982,0.589,3.136e-14,580,O22785
rank0044_ca6_proteinbinders_3205_A,AF-Q9AV81-F1-model_v6,0.234,328,0.982,0.594,5.839e-14,580,Q9AV81
rank0044_ca6_proteinbinders_3205_A,AF-Q5SP67-F1-model_v6,0.245,328,0.982,0.523,1.459e-14,580,Q5SP67
rank0044_ca6_proteinbinders_3205_A,AF-A1CQL6-F1-model_v6,0.206,449,0.994,0.991,5.095e-15,576,A1CQL6
rank0044_ca6_proteinbinders_3205_A,AF-O74184-F1-model_v6,0.255,285,0.853,0.847,2.99e-14,575,O74184
rank0044_ca6_proteinbinders_3205_A,AF-F1SS88-F1-model_v6,0.185,320,0.958,0.466,1.84e-13,575,F1SS88
rank0044_ca6_proteinbinders_3205_A,AF-Q09406-F1-model_v6,0.196,328,0.982,0.566,2.469e-14,573,Q09406
rank0044_ca6_proteinbinders_3205_A,AF-A8GBC1-F1-model_v6,0.192,290,0.853,0.876,1.754e-13,571,A8GBC1
rank0044_ca6_proteinbinders_3205_A,AF-B6H7A3-F1-model_v6,0.207,453,0.994,0.996,8.622e-15,571,B6H7A3
rank0044_ca6_proteinbinders_3205_A,AF-B3RNR8-F1-model_v6,0.267,311,0.931,0.981,2.85e-14,569,B3RNR8
rank0044_ca6_proteinbinders_3205_A,AF-Q9JHB4-F1-model_v6,0.235,327,0.979,0.828,3.983e-14,568,Q9JHB4
rank0044_ca6_proteinbinders_3205_A,AF-A7RHG8-F1-model_v6,0.258,328,0.982,0.774,4.208e-15,567,A7RHG8
rank0044_ca6_proteinbinders_3205_A,AF-A1JS71-F1-model_v6,0.165,292,0.859,0.877,3.426e-13,566,A1JS71
rank0044_ca6_proteinbinders_3205_A,AF-B3MJV8-F1-model_v6,0.234,330,0.988,0.757,5.059e-14,565,B3MJV8
rank0044_ca6_proteinbinders_3205_A,AF-Q54MZ3-F1-model_v6,0.224,333,0.997,0.609,4.414e-15,565,Q54MZ3
rank0044_ca6_proteinbinders_3205_A,AF-Q8N1V2-F1-model_v6,0.179,314,0.94,0.456,2.571e-13,562,Q8N1V2
rank0044_ca6_proteinbinders_3205_A,AF-Q9VKQ3-F1-model_v6,0.23,330,0.988,0.755,2.139e-14,561,Q9VKQ3
rank0044_ca6_proteinbinders_3205_A,AF-Q8NA23-2-F1-model_v6,0.227,333,0.997,0.866,4.823e-14,560,Q8NA23-2
rank0044_ca6_proteinbinders_3205_A,AF-Q4WTL0-F1-model_v6,0.194,449,0.979,0.976,1.684e-14,559,Q4WTL0
rank0044_ca6_proteinbinders_3205_A,AF-Q1C949-F1-model_v6,0.194,292,0.859,0.874,2.968e-13,557,Q1C949
rank0044_ca6_proteinbinders_3205_A,AF-B1JSS6-F1-model_v6,0.192,290,0.853,0.868,2.451e-13,556,B1JSS6
rank0044_ca6_proteinbinders_3205_A,AF-A5E2R6-F1-model_v6,0.206,413,0.97,0.995,4.383e-14,556,A5E2R6
rank0044_ca6_proteinbinders_3205_A,AF-B4GT01-F1-model_v6,0.235,330,0.988,0.757,6.125e-14,556,B4GT01
rank0044_ca6_proteinbinders_3205_A,AF-Q6D7C2-F1-model_v6,0.213,292,0.859,0.88,3.29e-14,555,Q6D7C2
rank0044_ca6_proteinbinders_3205_A,AF-P54686-F1-model_v6,0.239,321,0.961,0.467,1.381e-13,555,P54686
rank0044_ca6_proteinbinders_3205_A,AF-Q8N1V2-2-F1-model_v6,0.184,314,0.94,0.449,2.337e-13,555,Q8N1V2-2
rank0044_ca6_proteinbinders_3205_A,AF-Q8ZGX4-F1-model_v6,0.192,290,0.853,0.868,2.968e-13,553,Q8ZGX4
rank0044_ca6_proteinbinders_3205_A,AF-Q29KQ0-F1-model_v6,0.237,331,0.991,0.759,9.42e-14,553,Q29KQ0
rank0044_ca6_proteinbinders_3205_A,AF-Q9H808-2-F1-model_v6,0.19,333,0.997,0.67,3.797e-14,553,Q9H808-2
rank0044_ca6_proteinbinders_3205_A,AF-P70483-F1-model_v6,0.19,330,0.985,0.423,1.606e-14,553,P70483
rank0044_ca6_proteinbinders_3205_A,AF-Q9NYS7-2-F1-model_v6,0.228,355,0.973,0.843,2.244e-14,552,Q9NYS7-2
rank0044_ca6_proteinbinders_3205_A,AF-A7FKN1-F1-model_v6,0.192,290,0.853,0.868,3.426e-13,551,A7FKN1
rank0044_ca6_proteinbinders_3205_A,AF-B4MU54-F1-model_v6,0.22,330,0.988,0.754,6.125e-14,551,B4MU54
rank0044_ca6_proteinbinders_3205_A,AF-B4JPT9-F1-model_v6,0.235,330,0.988,0.757,6.125e-14,550,B4JPT9
rank0044_ca6_proteinbinders_3205_A,AF-B4Q9T6-F1-model_v6,0.238,330,0.988,0.755,5.839e-14,550,B4Q9T6
rank0044_ca6_proteinbinders_3205_A,AF-B3N534-F1-model_v6,0.239,330,0.988,0.755,3.136e-14,550,B3N534
rank0044_ca6_proteinbinders_3205_A,AF-Q9R099-F1-model_v6,0.209,323,0.967,0.719,6.169e-15,550,Q9R099
rank0044_ca6_proteinbinders_3205_A,AF-A1D3I2-F1-model_v6,0.211,453,0.979,0.981,2.244e-14,549,A1D3I2
rank0044_ca6_proteinbinders_3205_A,AF-Q66D69-F1-model_v6,0.194,292,0.859,0.874,4.788e-13,548,Q66D69
rank0044_ca6_proteinbinders_3205_A,AF-B4P116-F1-model_v6,0.235,330,0.988,0.755,4.178e-14,548,B4P116
rank0044_ca6_proteinbinders_3205_A,AF-A4TNQ8-F1-model_v6,0.194,292,0.859,0.874,4.351e-13,547,A4TNQ8
rank0044_ca6_proteinbinders_3205_A,AF-Q7QJ33-F1-model_v6,0.236,330,0.988,0.75,8.98e-14,547,Q7QJ33
rank0044_ca6_proteinbinders_3205_A,AF-Q7N6R1-F1-model_v6,0.193,287,0.856,0.875,1.317e-13,546,Q7N6R1
rank0044_ca6_proteinbinders_3205_A,AF-Q12834-F1-model_v6,0.239,329,0.985,0.603,4.383e-14,546,Q12834
rank0044_ca6_proteinbinders_3205_A,AF-Q17BB0-F1-model_v6,0.239,329,0.985,0.752,1.317e-13,545,Q17BB0
rank0044_ca6_proteinbinders_3205_A,AF-Q62623-F1-model_v6,0.236,329,0.985,0.603,4.597e-14,544,Q62623
rank0044_ca6_proteinbinders_3205_A,AF-Q5SSI6-F1-model_v6,0.177,330,0.988,0.574,3.29e-14,539,Q5SSI6
rank0044_ca6_proteinbinders_3205_A,AF-O54929-F1-model_v6,0.226,355,0.973,0.879,6.74e-14,538,O54929
rank0044_ca6_proteinbinders_3205_A,AF-B7PY76-F1-model_v6,0.228,333,0.994,0.784,2.85e-14,538,B7PY76
rank0044_ca6_proteinbinders_3205_A,AF-A8AJ27-F1-model_v6,0.198,283,0.829,0.855,7.724e-13,537,A8AJ27
rank0044_ca6_proteinbinders_3205_A,AF-Q0V8J1-F1-model_v6,0.228,355,0.973,0.874,1.381e-13,537,Q0V8J1
rank0044_ca6_proteinbinders_3205_A,AF-Q9JJ66-F1-model_v6,0.233,329,0.985,0.603,7.417e-14,537,Q9JJ66
rank0044_ca6_proteinbinders_3205_A,AF-B4HWV6-F1-model_v6,0.23,330,0.988,0.755,1.52e-13,536,B4HWV6
rank0044_ca6_proteinbinders_3205_A,AF-Q5H7C0-F1-model_v6,0.242,329,0.985,0.603,8.561e-14,535,Q5H7C0
rank0044_ca6_proteinbinders_3205_A,AF-A6T6J6-F1-model_v6,0.172,281,0.823,0.849,1.246e-12,534,A6T6J6
rank0044_ca6_proteinbinders_3205_A,AF-O13286-F1-model_v6,0.209,333,0.997,0.54,7.78e-14,534,O13286
rank0044_ca6_proteinbinders_3205_A,AF-B4LS78-F1-model_v6,0.221,330,0.988,0.757,1.594e-13,533,B4LS78
rank0044_ca6_proteinbinders_3205_A,AF-B5XZA0-F1-model_v6,0.175,281,0.823,0.849,1.307e-12,531,B5XZA0
rank0044_ca6_proteinbinders_3205_A,AF-Q1DR81-F1-model_v6,0.191,465,0.985,0.983,1.255e-13,531,Q1DR81
rank0044_ca6_proteinbinders_3205_A,AF-Q8X926-F1-model_v6,0.175,281,0.823,0.849,1.246e-12,529,Q8X926
rank0044_ca6_proteinbinders_3205_A,AF-A7ZJE2-F1-model_v6,0.175,281,0.823,0.849,1.307e-12,528,A7ZJE2
rank0044_ca6_proteinbinders_3205_A,AF-B5BC39-F1-model_v6,0.167,283,0.829,0.855,1.307e-12,527,B5BC39
rank0044_ca6_proteinbinders_3205_A,AF-Q8NA23-F1-model_v6,0.23,322,0.964,0.847,2.83e-13,527,Q8NA23
rank0044_ca6_proteinbinders_3205_A,AF-Q8VC51-F1-model_v6,0.186,368,0.976,0.692,2.354e-14,526,Q8VC51
rank0044_ca6_proteinbinders_3205_A,AF-Q60525-F1-model_v6,0.191,368,0.976,0.684,1.767e-14,526,Q60525
rank0044_ca6_proteinbinders_3205_A,AF-Q9Y5J1-F1-model_v6,0.181,330,0.988,0.57,5.839e-14,526,Q9Y5J1
rank0044_ca6_proteinbinders_3205_A,AF-Q8ZQR4-F1-model_v6,0.165,281,0.823,0.849,1.438e-12,525,Q8ZQR4
rank0044_ca6_proteinbinders_3205_A,AF-B5R752-F1-model_v6,0.171,281,0.823,0.849,1.029e-12,525,B5R752
rank0044_ca6_proteinbinders_3205_A,AF-Q5PG56-F1-model_v6,0.165,281,0.823,0.849,1.438e-12,525,Q5PG56
rank0044_ca6_proteinbinders_3205_A,AF-B5YRG5-F1-model_v6,0.175,281,0.823,0.849,1.583e-12,525,B5YRG5
rank0044_ca6_proteinbinders_3205_A,AF-Q3Z422-F1-model_v6,0.172,281,0.823,0.849,2.01e-12,524,Q3Z422
rank0044_ca6_proteinbinders_3205_A,AF-B1LM58-F1-model_v6,0.175,281,0.823,0.849,1.741e-12,524,B1LM58
rank0044_ca6_proteinbinders_3205_A,AF-Q324C4-F1-model_v6,0.175,282,0.826,0.852,1.66e-12,524,Q324C4
rank0044_ca6_proteinbinders_3205_A,AF-B4KKN1-F1-model_v6,0.222,330,0.988,0.757,2.968e-13,524,B4KKN1
rank0044_ca6_proteinbinders_3205_A,AF-Q6P1V3-F1-model_v6,0.231,371,0.994,0.879,1.52e-13,524,Q6P1V3
rank0044_ca6_proteinbinders_3205_A,AF-B0W517-F1-model_v6,0.233,329,0.985,0.758,2.571e-13,524,B0W517
rank0044_ca6_proteinbinders_3205_A,AF-B0XQ15-F1-model_v6,0.198,454,0.994,0.987,1.52e-13,524,B0XQ15
rank0044_ca6_proteinbinders_3205_A,AF-Q0TJT3-F1-model_v6,0.175,281,0.823,0.849,1.916e-12,523,Q0TJT3
rank0044_ca6_proteinbinders_3205_A,AF-A7ZY23-F1-model_v6,0.172,281,0.823,0.849,1.509e-12,523,A7ZY23
rank0044_ca6_proteinbinders_3205_A,AF-B2TVG3-F1-model_v6,0.171,282,0.826,0.852,1.307e-12,522,B2TVG3
rank0044_ca6_proteinbinders_3205_A,AF-B7ULP0-F1-model_v6,0.175,281,0.823,0.849,1.916e-12,522,B7ULP0
rank0044_ca6_proteinbinders_3205_A,AF-B5FP52-F1-model_v6,0.165,281,0.823,0.849,1.741e-12,522,B5FP52
rank0044_ca6_proteinbinders_3205_A,AF-Q7T2F6-F1-model_v6,0.242,369,0.985,0.872,1.255e-13,522,Q7T2F6
rank0044_ca6_proteinbinders_3205_A,AF-Q0USG2-F1-model_v6,0.192,431,0.997,0.973,5.839e-14,522,Q0USG2
rank0044_ca6_proteinbinders_3205_A,AF-B4TQT0-F1-model_v6,0.165,281,0.823,0.849,1.827e-12,521,B4TQT0
rank0044_ca6_proteinbinders_3205_A,AF-A1A909-F1-model_v6,0.175,281,0.823,0.849,2.109e-12,521,A1A909
rank0044_ca6_proteinbinders_3205_A,AF-Q9H6Y2-F1-model_v6,0.208,328,0.982,0.765,6.081e-13,521,Q9H6Y2
rank0044_ca6_proteinbinders_3205_A,AF-Q9NV06-F1-model_v6,0.182,323,0.967,0.665,2.212e-12,521,Q9NV06
rank0044_ca6_proteinbinders_3205_A,AF-Q32EZ9-F1-model_v6,0.172,281,0.823,0.849,1.741e-12,520,Q32EZ9
rank0044_ca6_proteinbinders_3205_A,AF-A9MTJ8-F1-model_v6,0.158,281,0.823,0.849,2.01e-12,520,A9MTJ8
rank0044_ca6_proteinbinders_3205_A,AF-Q5R8K2-F1-model_v6,0.17,327,0.973,0.759,9.42e-14,520,Q5R8K2
rank0044_ca6_proteinbinders_3205_A,AF-B4SZI8-F1-model_v6,0.165,281,0.823,0.849,2.109e-12,519,B4SZI8
rank0044_ca6_proteinbinders_3205_A,AF-B7M6D0-F1-model_v6,0.175,281,0.823,0.849,2.434e-12,519,B7M6D0
rank0044_ca6_proteinbinders_3205_A,AF-P52697-F1-model_v6,0.172,281,0.823,0.849,1.916e-12,519,P52697
rank0044_ca6_proteinbinders_3205_A,AF-B7MPQ2-F1-model_v6,0.172,281,0.823,0.849,2.109e-12,518,B7MPQ2
rank0044_ca6_proteinbinders_3205_A,AF-B5QX56-F1-model_v6,0.165,281,0.823,0.849,2.212e-12,518,B5QX56
rank0044_ca6_proteinbinders_3205_A,AF-Q83LP7-F1-model_v6,0.172,281,0.823,0.849,2.01e-12,518,Q83LP7
rank0044_ca6_proteinbinders_3205_A,AF-O60336-6-F1-model_v6,0.177,346,0.952,0.229,1.84e-13,518,O60336-6
rank0044_ca6_proteinbinders_3205_A,AF-B7LB75-F1-model_v6,0.172,281,0.823,0.849,2.212e-12,517,B7LB75
rank0044_ca6_proteinbinders_3205_A,AF-C4ZXT8-F1-model_v6,0.175,281,0.823,0.849,2.678e-12,517,C4ZXT8
rank0044_ca6_proteinbinders_3205_A,AF-B7MGM4-F1-model_v6,0.172,281,0.823,0.849,2.212e-12,517,B7MGM4
rank0044_ca6_proteinbinders_3205_A,AF-B6I7S1-F1-model_v6,0.172,281,0.823,0.849,2.109e-12,517,B6I7S1
rank0044_ca6_proteinbinders_3205_A,AF-T2KMF9-F1-model_v6,0.168,300,0.82,0.85,8.499e-13,517,T2KMF9
rank0044_ca6_proteinbinders_3205_A,AF-Q9CX97-F1-model_v6,0.199,328,0.982,0.755,8.499e-13,517,Q9CX97
rank0044_ca6_proteinbinders_3205_A,AF-B7NA10-F1-model_v6,0.172,281,0.823,0.849,3.402e-12,516,B7NA10
rank0044_ca6_proteinbinders_3205_A,AF-B7NNI9-F1-model_v6,0.175,281,0.823,0.849,2.809e-12,516,B7NNI9
rank0044_ca6_proteinbinders_3205_A,AF-B1IXL9-F1-model_v6,0.178,283,0.829,0.855,2.947e-12,516,B1IXL9
rank0044_ca6_proteinbinders_3205_A,AF-O34499-F1-model_v6,0.159,295,0.829,0.845,2.32e-12,516,O34499
rank0044_ca6_proteinbinders_3205_A,AF-Q32KQ2-F1-model_v6,0.171,356,0.982,0.994,1.087e-13,516,Q32KQ2
rank0044_ca6_proteinbinders_3205_A,AF-C0PWX3-F1-model_v6,0.165,281,0.823,0.849,2.678e-12,515,C0PWX3
rank0044_ca6_proteinbinders_3205_A,AF-Q8FJR2-F1-model_v6,0.174,283,0.829,0.855,2.553e-12,514,Q8FJR2
rank0044_ca6_proteinbinders_3205_A,AF-Q57RH2-F1-model_v6,0.165,281,0.823,0.849,2.947e-12,514,Q57RH2
rank0044_ca6_proteinbinders_3205_A,AF-B7LJZ2-F1-model_v6,0.182,281,0.823,0.849,1.741e-12,514,B7LJZ2
rank0044_ca6_proteinbinders_3205_A,AF-B1X797-F1-model_v6,0.172,281,0.823,0.849,2.809e-12,513,B1X797
rank0044_ca6_proteinbinders_3205_A,AF-O60336-F1-model_v6,0.182,346,0.952,0.229,1.93e-13,513,O60336
rank0044_ca6_proteinbinders_3205_A,AF-Q54D08-F1-model_v6,0.229,303,0.907,0.974,8.161e-14,512,Q54D08
rank0044_ca6_proteinbinders_3205_A,AF-B5F063-F1-model_v6,0.165,281,0.823,0.849,3.402e-12,512,B5F063
